Acropora2085	K17597
Acropora9756	K01135
Acropora24658	K20306
Acropora10684	K06238
Acropora20135	K00434
Acropora80566	K17725
Acropora8686	K17867
Acropora7936	K12605
Acropora86025	K08193
Acropora17112	K00297
Acropora89736	K10866
Acropora24244	K06679
Acropora78439	K13412
Acropora10989	K01204
Acropora11623	K12233
Acropora25631	K03100
Acropora12882	K05635
Acropora6740	K10260
Acropora10674	K13047
Acropora16797	K20647
Acropora22620	K16725
Acropora71288	K13806
Acropora70691	K19511
Acropora42337	K25378
Acropora9616	K22830
Acropora16047	K13949
Acropora34730	K21767
Acropora6559	K02974
Acropora19315	K03350
Acropora42851	K25553
Acropora8042	K13118
Acropora57125	K11085
Acropora67750	K15920
Acropora16912	K00728
Acropora32446	K13510
Acropora25034	K25551
Acropora77918	K11971
Acropora47974	K01179
Acropora5759	K01125
Acropora25593	K06677
Acropora59918	K23741
Acropora50536	K05849
Acropora7606	K07130
Acropora174	K02955
Acropora45323	K14592
Acropora37715	K10359
Acropora2490	K12824
Acropora4786	K08766
Acropora24055	K12823
Acropora16486	K21989
Acropora15704	K16904
Acropora28140	K10380
Acropora65869	K02324
Acropora582	K19194
Acropora960	K23551
Acropora10368	K11593
Acropora12454	K04612
Acropora14123	K01092
Acropora42708	K25554
Acropora8459	K00109
Acropora25602	K14960
Acropora29696	K05037
Acropora15804	K07207
Acropora12810	K15734
Acropora1878	K08187
Acropora34258	K12323
Acropora34929	K02357
Acropora19966	K03320
Acropora6380	K04555
Acropora1198	K00128
Acropora30728	K04593
Acropora5341	K10293
Acropora13251	K00999
Acropora13825	K10755
Acropora8053	K02882
Acropora22949	K00710
Acropora28688	K20877
Acropora23878	K17418
Acropora72458	K05312
Acropora1898	K12751
Acropora5894	K00763
Acropora2433	K11275
Acropora65114	K12844
Acropora39354	K24793
Acropora20209	K13675
Acropora26561	K19911
Acropora61577	K08956
Acropora4518	K12620
Acropora321	K04520
Acropora90163	K17916
Acropora13264	K00134
Acropora47167	K06676
Acropora9171	K00315
Acropora37776	K13412
Acropora42341	K20028
Acropora16042	K13180
Acropora90217	K03510
Acropora6573	K03012
Acropora79855	K13761
Acropora9381	K22657
Acropora32031	K24734
Acropora23743	K17452
Acropora2720	K15108
Acropora2136	K21768
Acropora4690	K03686
Acropora59910	K00545
Acropora17707	K24431
Acropora17066	K02942
Acropora2186	K15410
Acropora47564	K05655
Acropora12935	K15277
Acropora50605	K23286
Acropora77362	K06530
Acropora39814	K10165
Acropora61736	K18752
Acropora13556	K21773
Acropora9730	K08187
Acropora30588	K16809
Acropora19023	K24627
Acropora2031	K07876
Acropora77517	K10408
Acropora13002	K03857
Acropora421	K17286
Acropora55666	K13345
Acropora8662	K04856
Acropora63272	K25553
Acropora124	K02877
Acropora88728	K09073
Acropora41979	K24680
Acropora9358	K09662
Acropora2297	K03949
Acropora34764	K19910
Acropora81888	K12035
Acropora90535	K13205
Acropora7423	K08331
Acropora2808	K22069
Acropora89516	K10408
Acropora45096	K04853
Acropora54708	K16506
Acropora30673	K08834
Acropora25851	K14347
Acropora7140	K04441
Acropora55076	K24835
Acropora27474	K24743
Acropora3262	K10707
Acropora32732	K03005
Acropora38562	K15666
Acropora33034	K03696
Acropora36083	K09705
Acropora17840	K06228
Acropora3163	K02692
Acropora10997	K03372
Acropora40807	K16609
Acropora4393	K20804
Acropora53955	K04371
Acropora28144	K01210
Acropora12617	K01109
Acropora51193	K03377
Acropora20407	K13499
Acropora1273	K23961
Acropora46328	K00688
Acropora514	K03626
Acropora21195	K23331
Acropora9380	K17776
Acropora49428	K02984
Acropora1787	K02951
Acropora11956	K26608
Acropora27613	K00993
Acropora13415	K17609
Acropora4447	K22733
Acropora15210	K19756
Acropora3558	K10656
Acropora90759	K01324
Acropora4668	K01135
Acropora77080	K20872
Acropora76816	K20800
Acropora28387	K14303
Acropora17323	K09553
Acropora86842	K08031
Acropora5302	K10645
Acropora7940	K10951
Acropora24366	K22610
Acropora3699	K08018
Acropora8669	K07188
Acropora15318	K07819
Acropora6640	K16669
Acropora38924	K14966
Acropora81816	K00700
Acropora26286	K16330
Acropora32781	K19676
Acropora49309	K00765
Acropora24801	K01379
Acropora48220	K07809
Acropora36701	K16489
Acropora2228	K05502
Acropora29959	K12132
Acropora84131	K17686
Acropora26935	K15259
Acropora81918	K01755
Acropora1077	K03522
Acropora2163	K09553
Acropora1499	K11827
Acropora70023	K13412
Acropora7534	K00021
Acropora50226	K13025
Acropora35631	K24030
Acropora25329	K20224
Acropora15951	K06767
Acropora54313	K25401
Acropora9780	K19525
Acropora82650	K02324
Acropora72950	K02471
Acropora4081	K08031
Acropora2812	K25006
Acropora52561	K06225
Acropora67192	K11182
Acropora47398	K24610
Acropora30291	K16781
Acropora58939	K12571
Acropora41927	K04424
Acropora7767	K06671
Acropora52060	K14457
Acropora51385	K05048
Acropora7064	K24728
Acropora53473	K05286
Acropora4880	K14965
Acropora65814	K09584
Acropora63437	K22390
Acropora77966	K06020
Acropora10583	K04266
Acropora24351	K03094
Acropora5086	K02877
Acropora49728	K03555
Acropora43152	K00052
Acropora26420	K24810
Acropora38158	K00757
Acropora59382	K04688
Acropora17679	K25557
Acropora4932	K12492
Acropora4803	K12580
Acropora55084	K16586
Acropora45154	K23790
Acropora21516	K12402
Acropora66789	K10587
Acropora10688	K14826
Acropora11406	K09230
Acropora27144	K06545
Acropora23003	K02210
Acropora5223	K19530
Acropora45544	K00645
Acropora18034	K21914
Acropora5919	K07001
Acropora19747	K07936
Acropora25057	K01555
Acropora88275	K15362
Acropora57305	K04345
Acropora15571	K10355
Acropora77751	K06637
Acropora10234	K17592
Acropora72212	K01179
Acropora19875	K08073
Acropora17327	K20899
Acropora5080	K23092
Acropora44683	K04460
Acropora14488	K15436
Acropora39998	K08675
Acropora95221	K16506
Acropora35719	K07515
Acropora70084	K11182
Acropora11158	K02327
Acropora14512	K04498
Acropora43786	K06825
Acropora36259	K18723
Acropora61377	K02258
Acropora27830	K10605
Acropora6277	K09258
Acropora502	K04546
Acropora61501	K00485
Acropora84945	K21991
Acropora53499	K16310
Acropora40389	K05658
Acropora27290	K24509
Acropora3280	K26681
Acropora27488	K03174
Acropora43047	K00164
Acropora90031	K13751
Acropora22815	K10586
Acropora67923	K08857
Acropora49910	K11141
Acropora53565	K15083
Acropora69322	K03695
Acropora9378	K07189
Acropora20429	K24927
Acropora41510	K17616
Acropora82173	K06252
Acropora27497	K04501
Acropora10075	K06053
Acropora65075	K12820
Acropora10930	K25100
Acropora18593	K00380
Acropora34410	K19682
Acropora33938	K22825
Acropora35540	K06927
Acropora16050	K25824
Acropora5980	K12384
Acropora80138	K14560
Acropora6033	K12834
Acropora3788	K09597
Acropora24470	K22938
Acropora24239	K23505
Acropora43407	K07893
Acropora21171	K03020
Acropora51348	K04646
Acropora21305	K10300
Acropora43309	K08601
Acropora2202	K03028
Acropora25730	K10390
Acropora17864	K00240
Acropora8648	K25762
Acropora21284	K07911
Acropora13986	K07920
Acropora17009	K03538
Acropora47151	K05931
Acropora62140	K00142
Acropora18905	K14379
Acropora32842	K15747
Acropora8523	K05636
Acropora8151	K03164
Acropora20233	K17930
Acropora18464	K17607
Acropora9858	K01598
Acropora8394	K25079
Acropora15110	K02888
Acropora3204	K04368
Acropora26744	K05673
Acropora221	K02896
Acropora1102	K13868
Acropora8944	K01227
Acropora18937	K04905
Acropora86242	K17260
Acropora15999	K08375
Acropora16080	K21970
Acropora54812	K22422
Acropora67832	K08857
Acropora37573	K08025
Acropora16063	K17601
Acropora54661	K08324
Acropora49672	K00128
Acropora8370	K17804
Acropora23848	K00927
Acropora34528	K25543
Acropora5078	K21922
Acropora836	K26502
Acropora17932	K11125
Acropora4364	K20030
Acropora3038	K01365
Acropora31680	K10776
Acropora3331	K16185
Acropora13201	K10585
Acropora1341	K19899
Acropora23153	K09113
Acropora12806	K24359
Acropora3992	K16942
Acropora30063	K12353
Acropora46438	K00106
Acropora8047	K17500
Acropora481	K18668
Acropora16728	K26269
Acropora28077	K01135
Acropora2056	K00239
Acropora32330	K22390
Acropora46492	K13866
Acropora6637	K12562
Acropora29888	K03021
Acropora31575	K03283
Acropora6985	K11665
Acropora32949	K04650
Acropora53033	K01874
Acropora8804	K20123
Acropora26680	K04533
Acropora57976	K00665
Acropora27856	K20473
Acropora32976	K12524
Acropora11296	K00613
Acropora1187	K03768
Acropora47484	K05592
Acropora41280	K18048
Acropora49151	K06640
Acropora2976	K11824
Acropora23763	K02513
Acropora59048	K18419
Acropora58548	K02537
Acropora6172	K12593
Acropora23086	K05765
Acropora21719	K06176
Acropora53024	K12193
Acropora37797	K22390
Acropora41587	K09656
Acropora7673	K21954
Acropora20397	K03259
Acropora35355	K07874
Acropora7856	K04739
Acropora36576	K23868
Acropora49170	K10746
Acropora43114	K08155
Acropora54805	K01090
Acropora84784	K08827
Acropora2151	K02729
Acropora20877	K22862
Acropora31588	K00645
Acropora53453	K02358
Acropora8888	K01359
Acropora41637	K16579
Acropora46795	K05849
Acropora32708	K02734
Acropora8730	K23733
Acropora15821	K07904
Acropora69977	K02219
Acropora3949	K07950
Acropora8568	K24506
Acropora79354	K05656
Acropora12917	K02930
Acropora74446	K14411
Acropora8474	K04510
Acropora27634	K03696
Acropora72949	K14427
Acropora56096	K00163
Acropora7248	K23518
Acropora61233	K04418
Acropora18643	K07966
Acropora47638	K08135
Acropora44821	K19704
Acropora37139	K06445
Acropora34025	K17341
Acropora49365	K23539
Acropora61273	K05841
Acropora19684	K00940
Acropora70538	K01802
Acropora39161	K00314
Acropora49269	K03885
Acropora16244	K21594
Acropora35197	K04874
Acropora18085	K00434
Acropora14260	K09288
Acropora5039	K03145
Acropora59662	K00645
Acropora32664	K19751
Acropora28569	K12261
Acropora17334	K11275
Acropora88561	K11839
Acropora28087	K05665
Acropora18384	K04545
Acropora9458	K02354
Acropora37843	K02087
Acropora28451	K12757
Acropora75361	K10380
Acropora13593	K24956
Acropora92516	K03027
Acropora57799	K25894
Acropora13009	K04358
Acropora21428	K14960
Acropora12300	K17609
Acropora1502	K04393
Acropora73280	K00264
Acropora48321	K13100
Acropora18812	K22017
Acropora7564	K23878
Acropora42101	K10615
Acropora11417	K15456
Acropora54543	K00131
Acropora17368	K22137
Acropora43358	K13412
Acropora3050	K23965
Acropora29715	K00738
Acropora15856	K17589
Acropora22478	K00208
Acropora29240	K03217
Acropora31943	K23330
Acropora63503	K11887
Acropora53999	K01867
Acropora12575	K04512
Acropora11006	K17605
Acropora35933	K03063
Acropora29252	K07942
Acropora4922	K15100
Acropora38558	K00761
Acropora281	K01637
Acropora43183	K07901
Acropora6181	K06835
Acropora88830	K10394
Acropora2046	K18269
Acropora24741	K00012
Acropora51693	K25192
Acropora12595	K24970
Acropora78922	K03068
Acropora7435	K10357
Acropora76190	K08857
Acropora33142	K24610
Acropora7194	K08729
Acropora89835	K25894
Acropora48886	K13412
Acropora13706	K19499
Acropora3352	K02090
Acropora232	K02973
Acropora18253	K25543
Acropora2800	K17290
Acropora13	K00522
Acropora11549	K10798
Acropora65548	K10590
Acropora6667	K00166
Acropora18796	K10745
Acropora13338	K18405
Acropora67352	K06640
Acropora43341	K17339
Acropora18846	K10871
Acropora19905	K00798
Acropora19757	K15711
Acropora2671	K00905
Acropora12600	K17552
Acropora61783	K10408
Acropora7103	K05629
Acropora67056	K01893
Acropora13934	K24735
Acropora45088	K15013
Acropora50931	K00020
Acropora24816	K02374
Acropora23492	K05673
Acropora36639	K00876
Acropora12003	K18469
Acropora59490	K01428
Acropora10782	K20051
Acropora26301	K22614
Acropora24785	K18084
Acropora689	K03386
Acropora21732	K08008
Acropora13826	K13092
Acropora42253	K24427
Acropora2519	K01301
Acropora40199	K01278
Acropora36973	K02178
Acropora13862	K18261
Acropora5842	K10576
Acropora77795	K04412
Acropora11532	K15259
Acropora28530	K12856
Acropora32797	K24469
Acropora10263	K11855
Acropora64231	K12375
Acropora694	K01689
Acropora54699	K09667
Acropora32078	K23881
Acropora12582	K17065
Acropora21325	K12389
Acropora69439	K04888
Acropora8193	K02693
Acropora41933	K16482
Acropora1731	K09884
Acropora3130	K18081
Acropora88645	K06813
Acropora23052	K02155
Acropora9805	K05701
Acropora8721	K18080
Acropora23417	K16862
Acropora62573	K04984
Acropora58706	K05673
Acropora6299	K23468
Acropora32278	K09375
Acropora50975	K08568
Acropora2896	K17693
Acropora14518	K05175
Acropora21069	K12478
Acropora50748	K00088
Acropora9847	K03635
Acropora94142	K17341
Acropora31025	K01349
Acropora10228	K00744
Acropora93746	K10380
Acropora10720	K10624
Acropora68282	K12348
Acropora1545	K03263
Acropora35943	K11161
Acropora75084	K12035
Acropora74499	K19526
Acropora64984	K08824
Acropora60775	K03320
Acropora73176	K09502
Acropora34588	K00413
Acropora61	K02951
Acropora65840	K17506
Acropora86850	K03027
Acropora68678	K05546
Acropora82817	K01969
Acropora46993	K08794
Acropora5638	K08187
Acropora79625	K06841
Acropora15306	K11578
Acropora61640	K04482
Acropora8542	K17262
Acropora7726	K24886
Acropora20720	K19511
Acropora22371	K23342
Acropora64347	K04905
Acropora41957	K15046
Acropora2032	K05692
Acropora23508	K09339
Acropora23748	K01142
Acropora20797	K16506
Acropora53222	K05349
Acropora22939	K11434
Acropora26215	K07238
Acropora26335	K02364
Acropora8923	K14165
Acropora72257	K00294
Acropora29767	K00757
Acropora711	K19514
Acropora43	K02989
Acropora56337	K17497
Acropora31546	K07305
Acropora47858	K03977
Acropora1837	K02997
Acropora85247	K11997
Acropora7554	K06207
Acropora8334	K18402
Acropora57424	K01183
Acropora42408	K16780
Acropora9697	K11864
Acropora2270	K12165
Acropora86369	K00942
Acropora50469	K24224
Acropora33071	K01091
Acropora70791	K12373
Acropora15757	K11728
Acropora37821	K07937
Acropora144	K02866
Acropora64367	K19006
Acropora69869	K10408
Acropora235	K19720
Acropora51837	K01672
Acropora89931	K07936
Acropora41898	K05109
Acropora59929	K24938
Acropora43641	K06677
Acropora49407	K04799
Acropora60768	K00078
Acropora11605	K00911
Acropora5213	K26147
Acropora83552	K04563
Acropora391	K20232
Acropora2579	K08764
Acropora7258	K03364
Acropora2369	K10382
Acropora9140	K01196
Acropora26672	K20777
Acropora761	K17268
Acropora36266	K02838
Acropora39417	K14050
Acropora67598	K10523
Acropora44484	K16533
Acropora79608	K00962
Acropora19805	K08132
Acropora8022	K17562
Acropora93144	K10841
Acropora53286	K05678
Acropora5397	K13302
Acropora75873	K15429
Acropora31612	K04739
Acropora3273	K16659
Acropora4952	K01006
Acropora87433	K05665
Acropora17738	K16667
Acropora16072	K01393
Acropora7466	K12479
Acropora8066	K24222
Acropora1895	K02735
Acropora79736	K13750
Acropora11000	K07377
Acropora48273	K14411
Acropora3112	K09577
Acropora29205	K19951
Acropora49511	K00812
Acropora79020	K03768
Acropora54	K09435
Acropora27828	K10520
Acropora4545	K26154
Acropora2171	K17286
Acropora34999	K10870
Acropora17474	K25138
Acropora6798	K14304
Acropora19349	K15655
Acropora18132	K00275
Acropora18694	K05036
Acropora71016	K14536
Acropora16593	K24723
Acropora12762	K09290
Acropora39197	K25805
Acropora68539	K00135
Acropora45668	K10772
Acropora10548	K15085
Acropora13674	K16273
Acropora37718	K03657
Acropora37446	K12440
Acropora62878	K12580
Acropora61465	K00290
Acropora10157	K16599
Acropora11597	K06230
Acropora93357	K04892
Acropora18325	K18218
Acropora32965	K00933
Acropora5069	K01195
Acropora13301	K05016
Acropora9153	K15362
Acropora37075	K05681
Acropora27524	K11548
Acropora65540	K06158
Acropora77449	K03106
Acropora1965	K07374
Acropora32440	K14570
Acropora35674	K00116
Acropora70046	K04362
Acropora5241	K10393
Acropora13486	K16507
Acropora32192	K06573
Acropora58089	K06841
Acropora47380	K18739
Acropora4058	K23879
Acropora23386	K20405
Acropora20239	K09680
Acropora43095	K01379
Acropora10957	K12847
Acropora8610	K25389
Acropora20198	K11481
Acropora22444	K11182
Acropora13689	K00613
Acropora5853	K03362
Acropora46949	K22647
Acropora89080	K07904
Acropora74991	K20029
Acropora15312	K03146
Acropora30104	K06173
Acropora41151	K17301
Acropora19893	K14442
Acropora16221	K21843
Acropora6235	K02963
Acropora2559	K10380
Acropora29633	K04460
Acropora7155	K02949
Acropora7868	K16629
Acropora15476	K05292
Acropora71926	K04950
Acropora20654	K00108
Acropora14269	K15303
Acropora49209	K02433
Acropora63720	K07304
Acropora16653	K00025
Acropora47687	K03163
Acropora5149	K23901
Acropora3010	K03097
Acropora15290	K08818
Acropora20415	K10397
Acropora4577	K01867
Acropora27777	K01368
Acropora6442	K12385
Acropora46614	K23029
Acropora81021	K17632
Acropora9048	K11141
Acropora40597	K05658
Acropora10853	K19007
Acropora37249	K19373
Acropora1214	K15717
Acropora5536	K10807
Acropora55111	K04371
Acropora69520	K02183
Acropora3901	K00993
Acropora54085	K19467
Acropora44197	K07516
Acropora52240	K17579
Acropora1244	K14085
Acropora5228	K16175
Acropora5746	K12474
Acropora5087	K03061
Acropora25170	K18055
Acropora4806	K17266
Acropora11726	K13288
Acropora80810	K07752
Acropora21117	K13103
Acropora87638	K22284
Acropora84478	K05849
Acropora34004	K11161
Acropora5303	K26283
Acropora3108	K01315
Acropora74208	K08734
Acropora28621	K19179
Acropora54143	K12504
Acropora51923	K00140
Acropora59471	K17545
Acropora70905	K03500
Acropora1496	K09667
Acropora45850	K14379
Acropora27597	K05850
Acropora62126	K18261
Acropora24661	K13568
Acropora45956	K12311
Acropora7645	K12231
Acropora23085	K23616
Acropora33946	K17341
Acropora89744	K13750
Acropora24354	K00274
Acropora5284	K16673
Acropora7971	K08629
Acropora52317	K16289
Acropora10668	K10380
Acropora32643	K11413
Acropora39584	K01462
Acropora102	K05692
Acropora17254	K00232
Acropora7185	K05218
Acropora80931	K04357
Acropora50450	K23967
Acropora49586	K01012
Acropora14958	K10478
Acropora33951	K13298
Acropora30185	K10579
Acropora19009	K00569
Acropora38035	K04240
Acropora2690	K02739
Acropora47350	K21766
Acropora28280	K24095
Acropora9	K02256
Acropora69042	K01379
Acropora41161	K18912
Acropora35332	K26236
Acropora94	K02978
Acropora55421	K11997
Acropora55014	K00703
Acropora1817	K12388
Acropora43378	K01301
Acropora54189	K15015
Acropora67095	K10805
Acropora20676	K26437
Acropora598	K14683
Acropora19795	K24761
Acropora39539	K05665
Acropora5771	K14007
Acropora40168	K00461
Acropora11327	K11319
Acropora38208	K09578
Acropora3677	K15178
Acropora84764	K15109
Acropora19291	K07841
Acropora30501	K25493
Acropora73662	K12813
Acropora9648	K14395
Acropora9971	K05929
Acropora56482	K05662
Acropora85837	K01122
Acropora22087	K16727
Acropora27482	K11540
Acropora22588	K17408
Acropora27281	K07759
Acropora8379	K24822
Acropora92469	K10408
Acropora3254	K08892
Acropora9113	K08489
Acropora91792	K05312
Acropora31055	K06276
Acropora39129	K05288
Acropora61789	K13412
Acropora34915	K21813
Acropora32338	K18261
Acropora60824	K00485
Acropora44868	K08056
Acropora54940	K01802
Acropora51298	K01784
Acropora2530	K13186
Acropora274	K02958
Acropora25454	K02183
Acropora87342	K13412
Acropora55442	K01794
Acropora7662	K22388
Acropora86935	K10408
Acropora573	K04437
Acropora6660	K14769
Acropora4552	K03243
Acropora52860	K20404
Acropora21565	K10449
Acropora32328	K05658
Acropora13504	K19672
Acropora11169	K03754
Acropora16636	K11323
Acropora18075	K18616
Acropora8849	K23677
Acropora66611	K02358
Acropora8113	K24427
Acropora22047	K04445
Acropora27888	K18669
Acropora13166	K08202
Acropora5484	K15104
Acropora21576	K16316
Acropora12666	K24223
Acropora24082	K04223
Acropora3043	K12391
